country,year,children,child_mortality,income,life,population,continent
Estonia,1802,5.41,362.0,940.0,35.3,334000,Europe
Ethiopia,1802,7.17,448.0,523.0,29.7,12000000,Africa
Fiji,1802,6.45,499.0,785.0,26.1,131000,Oceania
Finland,1802,5.23,420.0,1240.0,39.2,831000,Europe
France,1802,4.31,401.0,1850.0,34.4,29200000,Europe
Gabon,1802,6.49,436.0,390.0,30.6,158000,Africa
Gambia,1802,6.51,460.0,814.0,28.8,103000,Africa
Georgia,1802,7.8,395.0,543.0,31.9,1070000,Europe
Germany,1802,5.39,340.0,2020.0,38.4,18600000,Europe
Ghana,1802,6.43,471.0,697.0,28.0,2020000,Africa
Greece,1802,6.03,361.0,1380.0,36.6,2260000,Europe
Grenada,1802,5.81,465.0,959.0,31.4,29400,North America
Guatemala,1802,6.45,503.0,857.0,25.8,475000,North America
Guinea,1802,6.11,451.0,450.0,29.5,984000,Africa
Guinea-Bissau,1802,7.25,417.0,567.0,32.0,218000,Africa
Guyana,1802,5.01,429.0,1210.0,31.1,166000,South America
Haiti,1802,6.31,486.0,634.0,29.0,519000,North America
Honduras,1802,6.05,393.0,675.0,33.9,130000,North America
Hungary,1802,5.18,368.0,1250.0,36.0,3330000,Europe
Iceland,1802,4.88,412.0,927.0,27.6,61400,Europe
India,1802,5.95,509.0,858.0,25.0,202000000,Asia
Indonesia,1802,6.07,444.0,983.0,30.0,16200000,Asia
Iran,1802,7.08,506.0,1530.0,25.6,6050000,Asia
Iraq,1802,7.13,428.0,3840.0,31.2,1010000,Asia
Ireland,1802,4.2,348.0,1480.0,38.3,5410000,Europe
Israel,1802,5.97,448.0,880.0,32.0,210000,Asia
Italy,1802,5.47,457.0,2830.0,29.7,19100000,Europe
Jamaica,1802,5.13,390.0,1360.0,34.2,309000,North America
Japan,1802,4.14,363.0,1010.0,36.4,28300000,Asia
Jordan,1802,6.97,421.0,1130.0,31.7,202000,Asia
Kazakhstan,1802,6.45,497.0,1140.0,26.2,2040000,Asia
Kenya,1802,6.91,508.0,859.0,25.5,2600000,Africa
Kiribati,1802,5.67,450.0,552.0,24.9,17900,Oceania
"Korea, North",1802,6.1,500.0,249.0,26.0,4350000,Asia
"Korea, South",1802,6.0,503.0,462.0,25.8,9400000,Asia
Kuwait,1802,6.87,500.0,1110.0,26.0,81300,Asia
Kyrgyzstan,1802,6.58,383.0,508.0,23.9,530000,Asia
Laos,1802,6.13,419.0,865.0,31.9,470000,Asia
Latvia,1802,5.18,405.0,753.0,33.0,591000,Europe
Lebanon,1802,5.74,448.0,2150.0,29.7,303000,Asia
Lesotho,1802,5.84,407.0,352.0,32.8,276000,Africa
Liberia,1802,6.19,429.0,797.0,31.1,314000,Africa
Libya,1802,7.2,405.0,1050.0,33.1,230000,Africa
Liechtenstein,1802,,,,,5800,Europe
Lithuania,1802,5.75,459.0,1270.0,28.9,779000,Europe
Luxembourg,1802,4.77,357.0,1450.0,36.9,127000,Europe
Macedonia,1802,5.9,397.0,690.0,36.1,392000,Europe
Madagascar,1802,6.89,437.0,573.0,30.5,1520000,Africa
Malawi,1802,6.78,440.0,350.0,30.3,769000,Africa
Malaysia,1802,5.45,436.0,1120.0,30.6,287000,Asia
Maldives,1802,5.98,457.0,843.0,32.6,42400,Asia
Mali,1802,6.23,494.0,603.0,26.4,1400000,Africa
Malta,1802,5.49,458.0,782.0,28.7,134000,Europe
Marshall Islands,1802,,,540.0,,5830,Oceania
Mauritania,1802,6.34,417.0,528.0,32.0,383000,Africa
Mauritius,1802,5.03,428.0,940.0,28.7,62400,Africa
Mexico,1802,6.8,487.0,1520.0,26.9,5230000,North America
Micronesia,1802,6.02,445.0,518.0,26.7,16400,Oceania
Moldova,1802,6.39,395.0,621.0,33.1,713000,Europe
Monaco,1802,,,1950.0,,7790,Europe
Mongolia,1802,5.94,420.0,592.0,31.8,602000,Asia
Montenegro,1802,5.9,375.0,1060.0,35.4,127000,Europe
Morocco,1802,6.5,403.0,715.0,33.1,2520000,Africa
Mozambique,1802,6.63,440.0,391.0,30.3,2010000,Africa
Namibia,1802,5.96,412.0,540.0,32.4,223000,Africa
Nauru,1802,,,554.0,,1830,Oceania
Nepal,1802,6.15,407.0,621.0,32.8,3990000,Asia
Netherlands,1802,5.11,324.0,3330.0,39.9,2010000,Europe
New Zealand,1802,5.25,391.0,658.0,34.0,187000,Oceania
Nicaragua,1802,6.16,509.0,973.0,25.4,186000,North America
Niger,1802,6.83,433.0,446.0,30.8,853000,Africa
Nigeria,1802,6.55,438.0,854.0,30.4,12100000,Africa
Norway,1802,3.91,336.0,2540.0,38.4,897000,Europe
Oman,1802,6.88,414.0,916.0,32.3,302000,Asia
Pakistan,1802,6.59,502.0,1020.0,25.8,13200000,Asia
Palau,1802,,,839.0,,3880,Oceania
Panama,1802,5.36,406.0,847.0,32.9,76700,North America
Papua New Guinea,1802,6.23,424.0,546.0,31.5,755000,Oceania
Paraguay,1802,6.49,374.0,835.0,35.5,279000,South America
Peru,1802,6.82,372.0,1060.0,35.7,1280000,South America
Philippines,1802,6.38,432.0,1090.0,30.9,2370000,Asia
Poland,1802,6.25,369.0,1050.0,35.9,9130000,Europe
Portugal,1802,4.5,373.0,1830.0,35.6,2800000,Europe
Qatar,1802,6.97,433.0,1110.0,30.8,14100,Asia
Romania,1802,5.22,372.0,377.0,35.7,5580000,Europe
Russian Federation,1802,7.0,419.0,1430.0,29.6,31300000,Asia
Rwanda,1802,7.07,420.0,432.0,25.0,928000,Africa
Saint Kitts and Nevis,1802,,,1170.0,,17200,North America
Saint Lucia,1802,5.53,454.0,875.0,28.0,24000,North America
Saint Vincent and the Grenadines,1802,6.54,458.0,838.0,26.0,25800,North America
Samoa,1802,6.98,465.0,1400.0,25.4,47300,Oceania
San Marino,1802,,,1410.0,,5490,Europe
Sao Tome and Principe,1802,6.23,445.0,853.0,31.0,22700,Africa
Saudi Arabia,1802,6.86,416.0,2370.0,32.1,2010000,Asia
Senegal,1802,5.7,512.0,497.0,25.2,1010000,Africa
Serbia,1802,5.9,374.0,1360.0,35.5,2150000,Europe
Seychelles,1802,5.16,439.0,798.0,37.0,12500,Africa
Sierra Leone,1802,5.72,514.0,734.0,25.1,794000,Africa
Singapore,1802,5.46,456.0,1020.0,29.1,30000,Asia
Slovakia,1802,5.94,363.0,1430.0,36.4,2140000,Europe
Slovenia,1802,4.91,361.0,1410.0,36.6,470000,Europe
Solomon Islands,1802,6.42,505.0,363.0,25.1,57000,Oceania
Somalia,1802,6.87,452.0,695.0,29.4,990000,Africa
South Africa,1802,6.47,398.0,2230.0,33.5,1460000,Africa
South Sudan,1802,6.64,490.0,507.0,26.7,1030000,Africa
Spain,1802,5.13,451.0,1620.0,29.5,11600000,Europe
Sri Lanka,1802,5.68,410.0,799.0,32.6,1690000,Asia
Sudan,1802,6.64,425.0,518.0,31.4,4000000,Africa
Suriname,1802,6.58,406.0,1640.0,32.9,80700,South America
Swaziland,1802,6.71,414.0,490.0,32.3,85100,Africa
Sweden,1802,4.5,283.0,1500.0,40.2,2480000,Europe
Switzerland,1802,4.14,345.0,2700.0,38.0,1770000,Europe
Syria,1802,6.85,429.0,503.0,31.1,1260000,Asia
Tajikistan,1802,5.87,380.0,557.0,24.2,467000,Asia
Tanzania,1802,6.74,415.0,562.0,32.2,3000000,Africa
Thailand,1802,6.35,438.0,795.0,30.4,3140000,Asia
Togo,1802,6.34,427.0,683.0,31.3,446000,Africa
Tonga,1802,6.51,439.0,663.0,28.2,18700,Oceania
Trinidad and Tobago,1802,4.44,406.0,1230.0,32.9,22300,North America
Tunisia,1802,6.4,460.0,716.0,28.8,807000,Africa
Turkey,1802,6.92,380.0,1190.0,35.0,9790000,Asia
Turkmenistan,1802,6.22,497.0,945.0,24.0,367000,Asia
Tuvalu,1802,,,719.0,,2500,Oceania
US,1802,6.99,329.0,2050.0,39.4,6230000,North America
Uganda,1802,6.89,511.0,464.0,25.3,2460000,Africa
Ukraine,1802,7.5,361.0,765.0,36.6,11200000,Europe
United Arab Emirates,1802,6.94,434.0,1010.0,30.7,40200,Asia
United Kingdom,1802,5.3,325.0,3300.0,38.6,11000000,Europe
Uruguay,1802,5.96,406.0,1820.0,32.9,55000,South America
Uzbekistan,1802,5.71,381.0,502.0,26.9,1920000,Asia
Vanuatu,1802,6.6,421.0,586.0,24.3,27800,Oceania
Venezuela,1802,5.64,415.0,1200.0,32.2,957000,South America
Vietnam,1802,4.7,417.0,778.0,32.0,4200000,Asia
Yemen,1802,6.88,540.0,882.0,23.4,2590000,Asia
Zambia,1802,6.71,410.0,667.0,32.6,770000,Africa
Zimbabwe,1802,6.75,396.0,871.0,33.7,1090000,Africa
Afghanistan,1803,7.0,469.0,603.0,28.2,3280000,Asia
Albania,1803,4.6,375.0,667.0,35.4,405000,Europe
Algeria,1803,6.99,460.0,718.0,28.8,2530000,Africa
Andorra,1803,,,1200.0,,2650,Europe
Angola,1803,6.93,486.0,626.0,27.0,1570000,Africa
Antigua and Barbuda,1803,4.99,462.0,757.0,33.5,37000,North America
Argentina,1803,6.8,402.0,1650.0,33.2,492000,South America
Armenia,1803,7.81,370.0,514.0,34.0,413000,Europe
Australia,1803,6.44,391.0,831.0,34.0,216000,Oceania
Austria,1803,5.1,346.0,1870.0,34.4,3050000,Europe
Azerbaijan,1803,8.1,382.0,775.0,29.2,880000,Europe
Bahamas,1803,5.9,459.0,1450.0,35.2,27400,North America
Bahrain,1803,7.03,440.0,1250.0,30.3,64500,Asia
Bangladesh,1803,6.7,508.0,876.0,25.5,19300000,Asia
Barbados,1803,4.87,475.0,914.0,32.1,81700,North America
Belarus,1803,7.0,366.0,609.0,36.2,2360000,Europe
Belgium,1803,4.84,322.0,2400.0,40.0,3280000,Europe
Belize,1803,6.69,457.0,579.0,26.5,25500,North America
Benin,1803,5.55,430.0,597.0,31.0,637000,Africa
Bhutan,1803,6.67,462.0,630.0,28.8,392000,Asia
Bolivia,1803,6.48,405.0,854.0,33.0,916000,South America
Bosnia and Herzegovina,1803,5.91,379.0,669.0,35.1,852000,Europe
Botswana,1803,6.47,397.0,397.0,33.6,120000,Africa
Brazil,1803,6.26,417.0,1120.0,32.0,2730000,South America
Brunei,1803,7.06,455.0,1510.0,29.2,2260,Asia
Bulgaria,1803,5.16,369.0,1090.0,35.9,2240000,Europe
Burkina,1803,6.03,455.0,480.0,29.2,1670000,Africa
Burma (Myanmar),1803,6.03,433.0,594.0,30.8,5540000,Asia
Burundi,1803,6.8,424.0,419.0,31.5,899000,Africa
CZ,1803,5.3,380.0,1920.0,35.0,5520000,Europe
Cambodia,1803,6.95,380.0,385.0,35.0,2090000,Asia
Cameroon,1803,5.54,460.0,626.0,28.8,1860000,Africa
Canada,1803,5.72,333.0,1340.0,39.0,538000,North America
Cape Verde,1803,6.43,395.0,529.0,33.8,55700,Africa
Central African Republic,1803,6.51,444.0,424.0,30.0,479000,Africa
Chad,1803,6.06,432.0,418.0,30.9,1450000,Africa
Chile,1803,5.98,417.0,744.0,32.0,771000,South America
China,1803,5.5,417.0,732.0,32.0,335000000,Asia
Colombia,1803,6.19,417.0,923.0,32.0,1210000,South America
Comoros,1803,6.01,416.0,698.0,32.1,56300,Africa
Congo,1803,5.67,409.0,580.0,32.7,314000,Africa
Costa Rica,1803,6.93,441.0,775.0,30.2,54400,North America
Croatia,1803,5.75,367.0,1110.0,36.1,1230000,Europe
Cuba,1803,5.78,410.0,925.0,32.6,340000,North America
Cyprus,1803,6.03,339.0,854.0,38.5,184000,Europe
Denmark,1803,4.05,376.0,2020.0,44.8,1020000,Europe
Djibouti,1803,6.3,445.0,759.0,29.9,22800,Africa
Dominica,1803,,,663.0,,20000,North America
Dominican Republic,1803,6.16,445.0,667.0,29.9,139000,North America
East Timor,1803,6.52,446.0,524.0,28.9,137000,Asia
Ecuador,1803,6.98,406.0,529.0,32.9,500000,South America
Egypt,1803,6.06,405.0,1600.0,33.0,3600000,Africa
El Salvador,1803,5.9,462.0,975.0,28.7,219000,North America
Equatorial Guinea,1803,5.51,447.0,357.0,29.8,80400,Africa
Eritrea,1803,6.96,441.0,532.0,30.2,205000,Africa
Estonia,1803,5.32,362.0,941.0,34.8,334000,Europe
Ethiopia,1803,7.17,448.0,523.0,29.7,12000000,Africa
Fiji,1803,6.45,499.0,785.0,26.1,131000,Oceania
Finland,1803,4.78,420.0,1250.0,28.5,847000,Europe
France,1803,4.26,396.0,1850.0,30.6,29300000,Europe
Gabon,1803,6.49,436.0,390.0,30.6,158000,Africa
Gambia,1803,6.51,460.0,814.0,28.8,103000,Africa
Georgia,1803,7.8,394.0,543.0,31.9,1070000,Europe
Germany,1803,5.39,340.0,2040.0,38.4,18900000,Europe
Ghana,1803,6.43,471.0,697.0,28.0,2020000,Africa
Greece,1803,6.03,361.0,1380.0,36.6,2260000,Europe
Grenada,1803,5.81,462.0,959.0,31.4,29400,North America
Guatemala,1803,6.45,503.0,857.0,25.8,481000,North America
Guinea,1803,6.11,451.0,450.0,29.5,984000,Africa
Guinea-Bissau,1803,7.25,417.0,567.0,32.0,218000,Africa
Guyana,1803,5.01,429.0,1220.0,31.1,166000,South America
Haiti,1803,6.31,486.0,634.0,29.0,528000,North America
Honduras,1803,6.06,393.0,675.0,33.9,131000,North America
Hungary,1803,5.18,368.0,1250.0,36.0,3370000,Europe
Iceland,1803,4.88,412.0,927.0,19.6,61400,Europe
India,1803,5.95,509.0,854.0,24.0,202000000,Asia
Indonesia,1803,6.07,444.0,979.0,30.0,16200000,Asia
Iran,1803,7.08,506.0,1530.0,25.6,6080000,Asia
Iraq,1803,7.13,428.0,3840.0,31.2,1010000,Asia
Ireland,1803,4.2,348.0,1490.0,38.3,5490000,Europe
Israel,1803,5.96,448.0,880.0,32.0,210000,Asia
Italy,1803,5.47,457.0,2910.0,29.7,19200000,Europe
Jamaica,1803,5.13,390.0,1360.0,34.2,313000,North America
Japan,1803,4.17,363.0,1010.0,36.4,28400000,Asia
Jordan,1803,6.97,421.0,1130.0,31.7,202000,Asia
Kazakhstan,1803,6.45,497.0,1140.0,26.2,2040000,Asia
Kenya,1803,6.91,508.0,862.0,25.5,2620000,Africa
Kiribati,1803,5.67,448.0,552.0,24.9,17900,Oceania
"Korea, North",1803,6.1,500.0,249.0,26.0,4350000,Asia
"Korea, South",1803,6.0,503.0,462.0,25.8,9400000,Asia
Kuwait,1803,6.87,500.0,1110.0,26.0,81300,Asia
Kyrgyzstan,1803,6.58,383.0,508.0,23.9,530000,Asia
Laos,1803,6.13,419.0,865.0,31.9,470000,Asia
Latvia,1803,5.18,405.0,754.0,33.0,591000,Europe
Lebanon,1803,5.74,448.0,2150.0,29.7,305000,Asia
Lesotho,1803,5.84,407.0,352.0,32.8,276000,Africa
Liberia,1803,6.19,429.0,797.0,31.1,314000,Africa
Libya,1803,7.2,405.0,1050.0,33.1,230000,Africa
Liechtenstein,1803,,,,,5800,Europe
Lithuania,1803,5.74,459.0,1270.0,28.9,779000,Europe
Luxembourg,1803,4.77,357.0,1450.0,36.9,127000,Europe
Macedonia,1803,5.9,396.0,690.0,36.1,392000,Europe
Madagascar,1803,6.89,437.0,573.0,30.5,1530000,Africa
Malawi,1803,6.78,440.0,350.0,30.3,786000,Africa
Malaysia,1803,5.45,436.0,1120.0,30.6,287000,Asia
Maldives,1803,5.98,456.0,843.0,32.6,42400,Asia
Mali,1803,6.23,494.0,603.0,26.4,1400000,Africa
Malta,1803,5.49,457.0,782.0,28.7,134000,Europe
Marshall Islands,1803,,,540.0,,5830,Oceania
Mauritania,1803,6.34,417.0,528.0,32.0,383000,Africa
Mauritius,1803,5.03,428.0,940.0,28.7,64200,Africa
Mexico,1803,6.8,487.0,1510.0,26.9,5300000,North America
Micronesia,1803,6.02,442.0,519.0,26.7,16400,Oceania
Moldova,1803,6.39,395.0,621.0,33.1,713000,Europe
Monaco,1803,,,1960.0,,7790,Europe
Mongolia,1803,5.94,420.0,592.0,31.8,603000,Asia
Montenegro,1803,5.9,375.0,1060.0,35.4,127000,Europe
Morocco,1803,6.5,403.0,715.0,33.1,2530000,Africa
Mozambique,1803,6.63,440.0,391.0,30.3,2010000,Africa
Namibia,1803,5.96,412.0,540.0,32.4,220000,Africa
Nauru,1803,,,554.0,,1830,Oceania
Nepal,1803,6.15,407.0,621.0,32.8,3980000,Asia
Netherlands,1803,5.11,324.0,3330.0,39.9,2010000,Europe
New Zealand,1803,5.25,391.0,658.0,34.0,180000,Oceania
Nicaragua,1803,6.16,509.0,974.0,25.4,186000,North America
Niger,1803,6.83,433.0,446.0,30.8,853000,Africa
Nigeria,1803,6.55,438.0,856.0,30.4,12100000,Africa
Norway,1803,4.2,336.0,2550.0,38.7,895000,Europe
Oman,1803,6.88,414.0,916.0,32.3,303000,Asia
Pakistan,1803,6.59,502.0,1020.0,25.8,13200000,Asia
Palau,1803,,,839.0,,3880,Oceania
Panama,1803,5.36,406.0,847.0,32.9,77300,North America
Papua New Guinea,1803,6.23,424.0,546.0,31.5,755000,Oceania
Paraguay,1803,6.49,374.0,835.0,35.5,268000,South America
Peru,1803,6.82,372.0,1040.0,35.7,1280000,South America
Philippines,1803,6.34,432.0,1090.0,30.9,2310000,Asia
Poland,1803,6.23,369.0,1020.0,35.9,9200000,Europe
Portugal,1803,4.5,373.0,1870.0,35.6,2830000,Europe
Qatar,1803,6.97,433.0,1110.0,30.8,14100,Asia
Romania,1803,5.22,372.0,377.0,35.7,5630000,Europe
Russian Federation,1803,7.0,419.0,1440.0,29.6,31300000,Asia
Rwanda,1803,7.07,420.0,433.0,31.8,928000,Africa
Saint Kitts and Nevis,1803,,,1170.0,,17200,North America
Saint Lucia,1803,5.53,451.0,875.0,28.0,24000,North America
Saint Vincent and the Grenadines,1803,6.54,456.0,838.0,26.0,25800,North America
Samoa,1803,6.98,461.0,1400.0,25.4,47300,Oceania
San Marino,1803,,,1410.0,,5490,Europe
Sao Tome and Principe,1803,6.23,444.0,855.0,31.0,22700,Africa
Saudi Arabia,1803,6.86,416.0,2370.0,32.1,2010000,Asia
Senegal,1803,5.7,512.0,497.0,25.2,1010000,Africa
Serbia,1803,5.9,374.0,1360.0,35.5,2150000,Europe
Seychelles,1803,5.16,435.0,801.0,37.0,12500,Africa
Sierra Leone,1803,5.72,514.0,734.0,25.1,794000,Africa
Singapore,1803,5.46,456.0,1020.0,29.1,30000,Asia
Slovakia,1803,5.94,363.0,1430.0,36.4,2140000,Europe
Slovenia,1803,4.9,361.0,1410.0,36.6,470000,Europe
Solomon Islands,1803,6.42,505.0,363.0,25.1,57000,Oceania
Somalia,1803,6.87,452.0,696.0,29.4,990000,Africa
South Africa,1803,6.47,398.0,2200.0,33.5,1460000,Africa
South Sudan,1803,6.64,490.0,507.0,26.7,1030000,Africa
Spain,1803,5.13,451.0,1620.0,29.5,11600000,Europe
Sri Lanka,1803,5.68,410.0,799.0,32.6,1660000,Asia
Sudan,1803,6.64,425.0,518.0,31.4,4010000,Africa
Suriname,1803,6.58,406.0,1640.0,32.9,80700,South America
Swaziland,1803,6.71,414.0,490.0,32.3,84700,Africa
Sweden,1803,4.45,275.0,1490.0,40.3,2470000,Europe
Switzerland,1803,4.14,345.0,2700.0,38.0,1780000,Europe
Syria,1803,6.85,429.0,503.0,31.1,1260000,Asia
Tajikistan,1803,5.87,379.0,557.0,24.2,467000,Asia
Tanzania,1803,6.74,415.0,562.0,32.2,3000000,Africa
Thailand,1803,6.35,438.0,795.0,30.4,3210000,Asia
Togo,1803,6.34,427.0,683.0,31.3,446000,Africa
Tonga,1803,6.51,435.0,663.0,28.2,18600,Oceania
Trinidad and Tobago,1803,4.44,406.0,1230.0,32.9,23600,North America
Tunisia,1803,6.4,460.0,716.0,28.8,811000,Africa
Turkey,1803,6.92,380.0,1190.0,35.0,9810000,Asia
Turkmenistan,1803,6.22,497.0,946.0,24.0,367000,Asia
Tuvalu,1803,,,719.0,,2500,Oceania
US,1803,6.96,329.0,2020.0,39.4,6350000,North America
Uganda,1803,6.89,511.0,464.0,25.3,2440000,Africa
Ukraine,1803,7.5,361.0,766.0,36.6,11200000,Europe
United Arab Emirates,1803,6.94,434.0,1010.0,30.7,40200,Asia
United Kingdom,1803,5.61,322.0,3190.0,37.3,11100000,Europe
Uruguay,1803,5.96,406.0,1830.0,32.9,55000,South America
Uzbekistan,1803,5.71,381.0,502.0,26.9,1920000,Asia
Vanuatu,1803,6.6,419.0,586.0,24.3,27800,Oceania
Venezuela,1803,5.64,415.0,1190.0,32.2,936000,South America
Vietnam,1803,4.7,417.0,778.0,32.0,4310000,Asia
Yemen,1803,6.88,540.0,884.0,23.4,2590000,Asia
Zambia,1803,6.71,410.0,668.0,32.6,782000,Africa
Zimbabwe,1803,6.75,396.0,872.0,33.7,1090000,Africa
Afghanistan,1804,7.0,469.0,603.0,28.2,3280000,Asia
Albania,1804,4.6,375.0,667.0,35.4,407000,Europe
Algeria,1804,6.99,460.0,719.0,28.8,2540000,Africa
Andorra,1804,,,1210.0,,2650,Europe
Angola,1804,6.93,486.0,628.0,27.0,1570000,Africa
Antigua and Barbuda,1804,4.99,458.0,757.0,33.5,37000,North America
Argentina,1804,6.8,402.0,1660.0,33.2,479000,South America
Armenia,1804,7.81,369.0,514.0,34.0,413000,Europe
Australia,1804,6.42,391.0,836.0,34.0,222000,Oceania
Austria,1804,5.1,333.0,1880.0,34.4,3070000,Europe
Azerbaijan,1804,8.1,381.0,775.0,29.2,880000,Europe
Bahamas,1804,5.9,455.0,1450.0,35.2,27400,North America
Bahrain,1804,7.03,440.0,1260.0,30.3,64500,Asia
Bangladesh,1804,6.7,508.0,876.0,25.5,19300000,Asia
Barbados,1804,4.84,476.0,914.0,32.1,81700,North America
Belarus,1804,7.0,366.0,609.0,36.2,2360000,Europe
Belgium,1804,4.83,322.0,2400.0,40.0,3290000,Europe
Belize,1804,6.69,454.0,579.0,26.5,25500,North America
Benin,1804,5.55,430.0,597.0,31.0,637000,Africa
Bhutan,1804,6.67,462.0,630.0,28.8,392000,Asia
Bolivia,1804,6.48,405.0,854.0,33.0,926000,South America
Bosnia and Herzegovina,1804,5.91,379.0,669.0,35.1,852000,Europe
Botswana,1804,6.47,397.0,397.0,33.6,119000,Africa
Brazil,1804,6.26,417.0,1120.0,32.0,2810000,South America
Brunei,1804,7.06,455.0,1510.0,29.2,2260,Asia
Bulgaria,1804,5.16,368.0,1090.0,36.0,2240000,Europe
Burkina,1804,6.03,455.0,480.0,29.2,1670000,Africa
Burma (Myanmar),1804,6.03,433.0,594.0,30.8,5390000,Asia
Burundi,1804,6.8,424.0,420.0,31.5,899000,Africa
CZ,1804,5.3,380.0,1920.0,35.0,5520000,Europe
Cambodia,1804,6.95,380.0,385.0,35.0,2090000,Asia
Cameroon,1804,5.54,460.0,626.0,28.8,1860000,Africa
Canada,1804,5.72,333.0,1350.0,39.0,551000,North America
Cape Verde,1804,6.44,395.0,530.0,33.8,55700,Africa
Central African Republic,1804,6.51,444.0,424.0,30.0,479000,Africa
Chad,1804,6.06,432.0,418.0,30.9,1460000,Africa
Chile,1804,5.98,417.0,744.0,32.0,771000,South America
China,1804,5.5,417.0,730.0,32.0,336000000,Asia
Colombia,1804,6.19,417.0,918.0,32.0,1210000,South America
Comoros,1804,6.01,416.0,699.0,32.1,56300,Africa
Congo,1804,5.67,409.0,581.0,32.7,314000,Africa
Costa Rica,1804,6.93,441.0,775.0,30.2,54900,North America
Croatia,1804,5.75,367.0,1120.0,36.1,1230000,Europe
Cuba,1804,5.78,409.0,932.0,32.7,366000,North America
Cyprus,1804,6.03,339.0,854.0,38.5,184000,Europe
Denmark,1804,4.06,375.0,2030.0,42.8,1030000,Europe
Djibouti,1804,6.3,445.0,762.0,29.9,22800,Africa
Dominica,1804,,,663.0,,20000,North America
Dominican Republic,1804,6.16,445.0,667.0,29.9,135000,North America
East Timor,1804,6.52,446.0,525.0,28.9,137000,Asia
Ecuador,1804,6.98,406.0,529.0,32.9,500000,South America
Egypt,1804,6.06,405.0,1600.0,33.0,3630000,Africa
El Salvador,1804,5.9,462.0,975.0,28.7,211000,North America
Equatorial Guinea,1804,5.51,447.0,357.0,29.8,80400,Africa
Eritrea,1804,6.96,441.0,532.0,30.2,205000,Africa
Estonia,1804,5.25,362.0,942.0,34.4,334000,Europe
Ethiopia,1804,7.17,448.0,523.0,29.7,12000000,Africa
Fiji,1804,6.45,499.0,785.0,26.1,131000,Oceania
Finland,1804,5.24,420.0,1250.0,35.9,863000,Europe
France,1804,4.21,391.0,1850.0,29.4,29400000,Europe
Gabon,1804,6.49,436.0,390.0,30.6,158000,Africa
Gambia,1804,6.51,460.0,815.0,28.8,103000,Africa
Georgia,1804,7.8,393.0,543.0,31.9,1070000,Europe
Germany,1804,5.38,340.0,2050.0,38.4,19200000,Europe
Ghana,1804,6.43,471.0,698.0,28.0,2020000,Africa
Greece,1804,6.03,361.0,1390.0,36.6,2260000,Europe
Grenada,1804,5.81,459.0,959.0,31.4,29400,North America
Guatemala,1804,6.45,503.0,858.0,25.8,488000,North America
Guinea,1804,6.11,451.0,450.0,29.5,984000,Africa
Guinea-Bissau,1804,7.25,417.0,567.0,32.0,218000,Africa
Guyana,1804,5.01,429.0,1220.0,31.1,166000,South America
Haiti,1804,6.31,486.0,634.0,29.0,538000,North America
Honduras,1804,6.06,393.0,675.0,33.9,131000,North America
Hungary,1804,5.18,368.0,1250.0,36.0,3410000,Europe
Iceland,1804,4.88,412.0,927.0,24.8,61400,Europe
India,1804,5.95,509.0,849.0,23.5,202000000,Asia
Indonesia,1804,6.07,444.0,975.0,30.0,16300000,Asia
Iran,1804,7.08,506.0,1530.0,25.6,6110000,Asia
Iraq,1804,7.13,428.0,3840.0,31.2,1020000,Asia
Ireland,1804,4.2,348.0,1500.0,38.3,5580000,Europe
Israel,1804,5.95,448.0,880.0,32.0,210000,Asia
Italy,1804,5.47,457.0,3040.0,29.7,19200000,Europe
Jamaica,1804,5.13,390.0,1360.0,34.2,318000,North America
Japan,1804,4.2,363.0,1010.0,36.4,28600000,Asia
Jordan,1804,6.97,421.0,1130.0,31.7,203000,Asia
Kazakhstan,1804,6.45,497.0,1150.0,26.2,2040000,Asia
Kenya,1804,6.91,508.0,864.0,25.5,2630000,Africa
Kiribati,1804,5.67,447.0,553.0,24.9,17900,Oceania
"Korea, North",1804,6.1,500.0,249.0,26.0,4350000,Asia
"Korea, South",1804,6.0,503.0,462.0,25.8,9400000,Asia
Kuwait,1804,6.87,500.0,1110.0,26.0,81300,Asia
Kyrgyzstan,1804,6.58,382.0,508.0,23.9,530000,Asia
Laos,1804,6.13,419.0,865.0,31.9,470000,Asia
Latvia,1804,5.17,405.0,754.0,33.0,591000,Europe
Lebanon,1804,5.74,448.0,2160.0,29.7,306000,Asia
Lesotho,1804,5.84,407.0,352.0,32.8,276000,Africa
Liberia,1804,6.19,429.0,797.0,31.1,314000,Africa
Libya,1804,7.2,405.0,1050.0,33.1,231000,Africa
Liechtenstein,1804,,,,,5800,Europe
Lithuania,1804,5.74,459.0,1280.0,28.9,779000,Europe
Luxembourg,1804,4.77,357.0,1450.0,36.9,127000,Europe
Macedonia,1804,5.9,396.0,690.0,36.1,392000,Europe
Madagascar,1804,6.89,437.0,573.0,30.5,1530000,Africa
Malawi,1804,6.78,440.0,350.0,30.3,803000,Africa
Malaysia,1804,5.45,436.0,1120.0,30.6,287000,Asia
Maldives,1804,5.98,455.0,843.0,32.6,42400,Asia
Mali,1804,6.23,494.0,603.0,26.4,1400000,Africa
Malta,1804,5.49,456.0,782.0,28.7,134000,Europe
Marshall Islands,1804,,,540.0,,5830,Oceania
Mauritania,1804,6.34,417.0,528.0,32.0,383000,Africa
Mauritius,1804,5.03,428.0,941.0,28.7,66000,Africa
